# object_name   ref_object  relative_x relative_y 
Rook_91532   Bishop_65940  -31293 -22804 
Queen_91533   Bishop_58938  -24982 -110966 
Knight_91534   King_86349  -274292 130372 
Knight_91535   Rook_11754  120327 26786 
Bishop_91536   Queen_52264  52238 -257639 
King_91537   Queen_68776  73674 2060 
Bishop_91538   Queen_40448  -25716 54445 
Bishop_91539   Rook_20609  -151516 70645 
King_91540   Bishop_45776  87181 -108125 
Knight_91541   Knight_29897  91325 -237684 
Bishop_91542   Knight_54481  -104679 -129364 
King_91543   Queen_47844  -151628 -79545 
Queen_91544   Knight_11901  -33645 -72334 
Knight_91545   Rook_59798  214608 -53369 
King_91546   King_47601  -26662 -54940 
Rook_91547   King_28372  -210585 156095 
Bishop_91548   Bishop_80509  48169 259648 
King_91549   Knight_29261  132674 146549 
Knight_91550   Knight_9970  -78323 -163449 
Bishop_91551   Knight_89269  89940 174408 
Knight_91552   Knight_4865  168570 -14716 
Rook_91553   Queen_89006  -53259 -93132 
Rook_91554   Knight_18046  79838 -59144 
Queen_91555   Queen_52315  -119878 -23983 
Knight_91556   Knight_27742  60698 -227343 
Queen_91557   Bishop_73086  -68892 -10725 
Knight_91558   Rook_28597  28179 -83422 
Knight_91559   Knight_21672  -71870 -234393 
Rook_91560   Bishop_63105  166753 -87971 
Bishop_91561   Queen_6459  145560 187458 
Bishop_91562   Rook_84607  64376 -258727 
Bishop_91563   Queen_80784  122157 -41755 
Bishop_91564   Rook_58811  58259 82680 
Bishop_91565   Knight_24926  31039 95624 
Rook_91566   Rook_75036  102382 24813 
Queen_91567   Queen_68415  -94652 161032 
Rook_91568   Rook_67781  -131280 -42448 
Knight_91569   Queen_27994  36858 23831 
King_91570   Queen_70848  160539 -113565 
Queen_91571   Bishop_17171  210024 -209771 
Queen_91572   Queen_85207  -103458 -47195 
King_91573   Queen_58644  -183653 -30316 
Queen_91574   Rook_42333  -21796 8700 
Rook_91575   Knight_47580  -88860 -140713 
Rook_91576   Bishop_26829  112620 271019 
Knight_91577   King_35448  20942 17214 
Bishop_91578   King_81032  -119613 -256467 
Queen_91579   Rook_79173  -179598 90687 
King_91580   Rook_14291  -166116 -41017 
Queen_91581   Knight_56683  -5067 -15387 
Queen_91582   Rook_65582  45167 -162521 
King_91583   Rook_36189  -156843 65206 
Queen_91584   Queen_469  86040 790 
Rook_91585   Rook_56127  134039 -153484 
Knight_91586   Queen_42209  -155850 83305 
Rook_91587   Rook_65781  -134354 -136682 
King_91588   King_39139  26108 5149 
King_91589   Queen_35201  -163677 95061 
Rook_91590   King_61206  -57201 76749 
Knight_91591   Knight_90661  117826 -140786 
King_91592   Rook_9049  173556 -76388 
King_91593   Bishop_31092  -49851 -188117 
Queen_91594   Queen_68810  -10903 -51855 
Bishop_91595   Knight_81158  262839 -187048 
Rook_91596   Knight_13895  -269901 -105212 
Queen_91597   Bishop_10824  23659 82312 
Rook_91598   King_8700  -147375 124447 
Rook_91599   Knight_36718  2508 45154 
Rook_91600   Queen_23233  37716 -106324 
Bishop_91601   Bishop_51196  -98853 131980 
Bishop_91602   Rook_66295  44357 84450 
King_91603   Queen_8564  -41330 -238074 
King_91604   Rook_27417  139544 -114527 
Queen_91605   Knight_54268  84911 -56344 
Rook_91606   Queen_16179  -273868 -41569 
Bishop_91607   King_15312  -7208 101843 
Rook_91608   Rook_3130  189619 59014 
King_91609   Queen_58642  19497 80560 
Rook_91610   Queen_59075  -2726 189098 
Queen_91611   King_2137  -114924 -59968 
Rook_91612   Rook_18289  131584 292648 
King_91613   Knight_89474  -80826 128015 
Knight_91614   Knight_11632  123264 -264279 
Bishop_91615   Knight_49460  36603 33319 
King_91616   Knight_4803  -100324 127169 
Knight_91617   Bishop_8746  3464 -103261 
Knight_91618   Bishop_73282  -70946 -141262 
Rook_91619   King_25806  -5527 -116907 
King_91620   Queen_2349  -224141 -264450 
Knight_91621   Queen_43137  12964 -78244 
King_91622   Queen_7914  240268 -1427 
Queen_91623   Rook_27215  -40052 -45190 
Queen_91624   Knight_41950  134508 -54400 
Bishop_91625   Knight_6922  -11091 -11972 
Queen_91626   King_43650  -58550 47448 
Rook_91627   Queen_34698  105568 -104360 
Bishop_91628   Knight_70437  42128 -54387 
Bishop_91629   Bishop_9915  39851 -22835 
Knight_91630   Bishop_44619  -2194 -2482 
King_91631   Bishop_48498  146023 95516 
Rook_91632   Rook_75790  4374 25007 
King_91633   Bishop_57144  113369 -114900 
King_91634   Queen_62970  86032 -162215 
Knight_91635   Bishop_9865  23846 68939 
Queen_91636   Rook_26016  -44423 -25827 
King_91637   Rook_39495  68212 -193801 
Bishop_91638   Bishop_19468  6850 229240 
Queen_91639   Queen_25381  -10232 -121951 
Bishop_91640   King_23202  -104472 54060 
Queen_91641   Queen_34760  81158 -117084 
Knight_91642   Queen_69365  -97371 -148455 
Knight_91643   King_90831  -280344 57918 
Knight_91644   Queen_20935  104754 36975 
Rook_91645   Queen_49031  -98781 184305 
Rook_91646   Bishop_15893  -98373 159136 
Knight_91647   Knight_32312  -104234 11918 
Knight_91648   Rook_71163  40167 -89496 
Knight_91649   Rook_15361  -49978 -28638 
Knight_91650   Knight_15643  -68996 -89590 
King_91651   King_39646  115896 -199376 
King_91652   Queen_7449  125592 -151289 
King_91653   Queen_44518  -39629 259325 
Queen_91654   Queen_61985  55245 -36638 
Rook_91655   Queen_85157  42377 -48154 
Rook_91656   Rook_4736  149562 30361 
King_91657   King_83642  -14444 95994 
Knight_91658   Rook_80915  -47905 19579 
King_91659   King_90278  44507 -21133 
Bishop_91660   Rook_86428  -33259 -110271 
Knight_91661   Bishop_70441  25366 -104316 
King_91662   Queen_10172  -62091 -19464 
King_91663   Rook_75272  -44924 -48746 
King_91664   Bishop_89604  -64279 -95656 
Bishop_91665   Rook_33169  26305 246953 
Bishop_91666   Rook_25311  179581 100663 
Queen_91667   Rook_23455  99427 78680 
Bishop_91668   Bishop_7986  -91486 87287 
Bishop_91669   Rook_25238  -167321 19615 
King_91670   Bishop_29797  -64238 -75095 
Bishop_91671   Bishop_14804  86467 79488 
Bishop_91672   Bishop_74274  142543 -108004 
Rook_91673   King_89463  183319 -169755 
Knight_91674   Queen_64096  57802 100478 
Knight_91675   Knight_25123  -111389 -154589 
King_91676   Bishop_76452  -4466 31137 
King_91677   King_5055  -41415 -264430 
King_91678   Queen_4567  189481 39927 
Knight_91679   Queen_4360  -52519 69992 
Bishop_91680   King_66055  187837 -24159 
Knight_91681   Rook_24653  -71340 66232 
Bishop_91682   Knight_1589  45692 91565 
Rook_91683   Knight_54294  -35673 -80933 
Rook_91684   Rook_86671  -267473 59796 
Queen_91685   Rook_78683  6134 -749 
Queen_91686   Queen_42212  97205 -77071 
Knight_91687   King_78655  -28777 -176846 
Queen_91688   Rook_79045  15388 -40236 
Queen_91689   King_82967  21850 100414 
Queen_91690   Queen_74148  149419 79875 
King_91691   Queen_69443  78363 64744 
Knight_91692   Knight_77965  106662 -192692 
King_91693   Queen_64811  -80172 -176443 
Queen_91694   Bishop_62915  42593 -3300 
Knight_91695   Bishop_54466  191588 -29442 
Rook_91696   Rook_88132  211211 -155301 
King_91697   Queen_63454  -76488 66342 
Queen_91698   Knight_85892  6489 22560 
Rook_91699   Bishop_4808  17315 85192 
Bishop_91700   Knight_14547  37881 136110 
Queen_91701   Bishop_72740  -60962 -164147 
Knight_91702   Bishop_12811  116548 99864 
Knight_91703   Rook_67788  -110079 21212 
Queen_91704   Rook_24402  -17039 121536 
Knight_91705   Knight_25769  17446 76505 
Queen_91706   Rook_41374  33159 49736 
Rook_91707   Rook_65126  -132589 151793 
Rook_91708   Knight_12539  -211864 6872 
King_91709   Knight_43732  33739 -16729 
King_91710   King_89782  159734 -13131 
Knight_91711   Knight_32877  -267442 -91048 
Knight_91712   Queen_52774  -252023 123211 
Rook_91713   Bishop_41517  -170698 -96230 
Queen_91714   Queen_41815  88619 -23410 
Queen_91715   Queen_43538  -7158 100256 
Queen_91716   Rook_4869  39173 -17775 
Queen_91717   Bishop_56661  48216 252564 
Queen_91718   Rook_12742  -214444 -94168 
Knight_91719   Knight_52254  -87983 -202625 
Bishop_91720   Queen_79300  31186 229576 
King_91721   Bishop_22102  -36777 17818 
Queen_91722   King_42129  153459 -195547 
Queen_91723   Rook_40608  39057 -70474 
King_91724   Rook_4974  7516 74377 
King_91725   King_12855  -233145 -271692 
Knight_91726   Bishop_83121  132112 -110315 
Bishop_91727   Bishop_20066  115187 24669 
King_91728   Knight_91488  -130320 53505 
Bishop_91729   Bishop_36622  95147 15064 
Knight_91730   Rook_39586  142775 -25838 
Queen_91731   Bishop_83900  -18478 -146839 
King_91732   Bishop_45607  193910 -145124 
Queen_91733   King_17900  82894 74393 
Rook_91734   Rook_794  155881 -38722 
Bishop_91735   Knight_69137  -127542 -40335 
King_91736   Rook_29023  -189423 -127241 
Bishop_91737   Queen_30046  -150279 56648 
Knight_91738   Bishop_79331  233569 107760 
Bishop_91739   Knight_49011  137576 183565 
Bishop_91740   King_71815  261001 -277011 
Queen_91741   Knight_2236  106048 -83491 
King_91742   Rook_2344  -7837 9534 
Queen_91743   King_70013  -190737 -11583 
King_91744   Queen_81319  -6811 87726 
Bishop_91745   Rook_18255  95157 70813 
Rook_91746   Bishop_73162  129701 -5184 
Bishop_91747   Rook_74120  -148730 253265 
King_91748   Bishop_70242  -203508 47781 
Bishop_91749   Bishop_71585  1421 -95432 
Queen_91750   Bishop_45856  -4915 -17718 
King_91751   Rook_73322  -201620 5311 
Bishop_91752   Rook_80842  109053 -18046 
Knight_91753   Bishop_15855  -25446 -108315 
Bishop_91754   Knight_70007  56281 -124197 
Queen_91755   King_2822  -10930 -18584 
King_91756   Queen_51938  47176 -34105 
Queen_91757   Bishop_5761  -64334 -142570 
Bishop_91758   Queen_62009  -12697 4619 
Queen_91759   King_60019  -123723 -46746 
Knight_91760   Queen_28210  -30198 68274 
Rook_91761   Rook_71336  -29917 -136660 
Rook_91762   Bishop_69663  -21051 -33911 
King_91763   Queen_33095  192381 -83901 
Bishop_91764   Rook_33310  -135333 221464 
King_91765   Rook_61667  32322 201882 
Queen_91766   King_21115  71313 12977 
Queen_91767   Bishop_40582  82111 -114349 
Knight_91768   Queen_87421  -55056 22611 
Rook_91769   Queen_3885  60413 248680 
Queen_91770   Bishop_45143  42908 -75518 
Queen_91771   Queen_73610  97636 -138050 
Rook_91772   Rook_63424  -63823 11164 
Knight_91773   Knight_72714  203569 12734 
Rook_91774   Rook_55890  -195573 90317 
Knight_91775   Queen_42556  2440 -15442 
Rook_91776   Knight_69303  -136059 119297 
Queen_91777   Bishop_51498  193766 48406 
Queen_91778   King_79791  27159 67124 
Rook_91779   Queen_5706  -276473 14316 
King_91780   Bishop_74971  117473 -23522 
Bishop_91781   Bishop_16732  -80472 -149050 
Queen_91782   Knight_61088  158408 40925 
Queen_91783   King_76424  30531 48947 
Knight_91784   Rook_16949  24105 -10516 
Bishop_91785   King_52620  -193493 -8318 
Queen_91786   King_32619  -74772 22106 
Knight_91787   Rook_71274  54902 -150221 
Rook_91788   Bishop_62019  -63379 -149364 
King_91789   King_30423  36696 16829 
Rook_91790   Queen_73713  -102371 187510 
King_91791   Bishop_17029  -215405 -85302 
King_91792   Bishop_39819  135369 228571 
Knight_91793   Bishop_31409  -40207 -174369 
Queen_91794   Knight_45230  -140565 29506 
Rook_91795   Queen_88388  -87533 80471 
Rook_91796   Queen_62007  -122700 -58917 
King_91797   Rook_58174  -183608 218941 
Bishop_91798   Queen_22022  -181424 -26662 
Knight_91799   King_25441  -224686 72471 
Knight_91800   Queen_52562  -261753 -205918 
Queen_91801   King_10154  222299 118906 
King_91802   Queen_9536  119141 -161170 
Rook_91803   Queen_8754  31274 153849 
Bishop_91804   Queen_78983  -136515 -93134 
Queen_91805   Bishop_3845  161681 -28002 
Knight_91806   Queen_454  199809 -65423 
King_91807   King_12682  180147 -131869 
Rook_91808   Bishop_53509  -190320 -177411 
King_91809   King_89309  -216920 31196 
Queen_91810   Rook_57555  -174709 -126703 
King_91811   Knight_20087  177741 94136 
Queen_91812   Knight_91424  -60273 135236 
Queen_91813   Knight_58773  79599 -147384 
Bishop_91814   Bishop_27941  10274 209174 
Knight_91815   Rook_11031  117783 173357 
Bishop_91816   Knight_3067  218109 171630 
Bishop_91817   Knight_72145  -284144 118376 
Rook_91818   Knight_1960  -34545 12151 
King_91819   Bishop_46236  -260157 -65926 
Knight_91820   Bishop_56194  -185109 45663 
Bishop_91821   King_28118  -4300 24413 
Knight_91822   Bishop_7765  118140 -86447 
Bishop_91823   Queen_60542  -43702 -78625 
Bishop_91824   Knight_44430  40988 -113139 
Knight_91825   Bishop_5188  69393 -69801 
Knight_91826   King_87401  -1399 -239055 
Queen_91827   Bishop_19828  -32062 -121174 
King_91828   Knight_39259  76127 -104726 
Queen_91829   King_84550  177659 -151607 
Queen_91830   Queen_72589  81683 -217261 
Queen_91831   Rook_65862  249315 -177679 
Bishop_91832   Knight_58977  37771 26009 
Knight_91833   Rook_43788  45381 -117167 
Queen_91834   Bishop_82400  -54927 51315 
Knight_91835   Rook_75919  116833 1150 
Queen_91836   Queen_79413  -101248 -8866 
Rook_91837   Rook_79437  215735 52439 
King_91838   Queen_6343  -160682 202943 
Rook_91839   Rook_4585  71584 -122253 
Rook_91840   Rook_81916  -67786 -50437 
King_91841   Bishop_81340  -70305 -69230 
Queen_91842   King_64591  101155 90063 
King_91843   Knight_17596  -6782 55905 
Knight_91844   King_75472  131819 -140016 
Rook_91845   Knight_33094  -44266 22171 
Bishop_91846   Queen_66414  -5189 205716 
King_91847   Rook_90940  -208651 -88195 
Rook_91848   Knight_73440  -6961 -32697 
Knight_91849   Queen_48224  -37141 15976 
Rook_91850   Queen_30055  -92177 -60793 
Knight_91851   Rook_16029  -6373 -118337 
Knight_91852   Rook_39951  33858 52919 
Knight_91853   Rook_33142  129954 -54317 
Queen_91854   Bishop_11026  -69656 37123 
Bishop_91855   Bishop_43520  -120327 -211925 
Knight_91856   Rook_66663  -43491 -78423 
Knight_91857   Rook_13343  -142525 -275026 
Knight_91858   Knight_49918  136346 -51866 
Queen_91859   Knight_79715  9974 -550 
Bishop_91860   King_60969  119410 -135255 
Queen_91861   Rook_3630  -125051 66405 
King_91862   Bishop_44402  84412 85130 
King_91863   Queen_20416  199722 228925 
Bishop_91864   King_31125  206734 11326 
Knight_91865   Rook_35940  179631 -116644 
Bishop_91866   Bishop_63948  -102373 -170656 
Queen_91867   Queen_69238  -68071 -151472 
Bishop_91868   Queen_66342  -137954 11382 
Rook_91869   Queen_63306  128225 113589 
Bishop_91870   Bishop_9985  194549 -31807 
Rook_91871   Queen_65643  -44502 -53395 
King_91872   King_22929  -5243 86144 
King_91873   Knight_33250  -82973 -62489 
King_91874   Knight_64151  161704 -37038 
Bishop_91875   King_76289  87797 -157483 
King_91876   Rook_19293  11498 13739 
Knight_91877   King_36965  -18603 210484 
King_91878   King_20370  8342 130937 
Rook_91879   King_73762  -126963 -43738 
Knight_91880   Knight_14553  -83952 -57521 
Queen_91881   Rook_2760  227107 164677 
King_91882   Knight_351  -234839 -153541 
Bishop_91883   Queen_9212  -19660 146659 
King_91884   Rook_76521  43619 -189976 
Rook_91885   Queen_52693  251528 -124690 
Bishop_91886   Rook_16455  128009 36181 
Queen_91887   King_17833  124979 -121526 
Bishop_91888   Rook_34841  -52939 -110929 
Bishop_91889   Bishop_82981  -179718 55361 
Queen_91890   Rook_70036  -76724 18219 
Queen_91891   Knight_876  46953 86119 
Bishop_91892   Knight_7326  -26537 -197 
Rook_91893   Rook_2257  12062 170276 
Knight_91894   King_30305  101064 77196 
Bishop_91895   Rook_38568  57190 52528 
Rook_91896   Bishop_59308  -101442 74593 
Rook_91897   Queen_19568  43379 -271856 
Queen_91898   Bishop_64205  66419 -94770 
Knight_91899   Rook_39135  44857 74961 
King_91900   Queen_70584  48896 -197165 
Queen_91901   Rook_50206  10497 49903 
Rook_91902   Rook_12073  -143058 47770 
King_91903   Bishop_42571  -242865 72267 
King_91904   Queen_40860  -194315 142753 
King_91905   King_16682  60405 -37358 
Rook_91906   King_5157  161029 17286 
King_91907   Rook_90623  10050 -16942 
Rook_91908   Bishop_16508  -189332 -17691 
Queen_91909   Knight_61811  -63985 246614 
Queen_91910   Bishop_70357  200622 -208001 
Queen_91911   Rook_25099  -113079 -208926 
Knight_91912   Rook_52464  -61213 85953 
King_91913   Queen_42625  -217041 -134157 
Bishop_91914   Bishop_26206  141033 -117830 
Queen_91915   King_50904  -5061 -61218 
Knight_91916   King_84933  106143 153108 
Rook_91917   Bishop_8686  52254 -63478 
Rook_91918   Queen_46213  19566 51827 
Rook_91919   King_74696  67701 -14004 
Queen_91920   Queen_38982  -93711 -113393 
Queen_91921   Knight_4700  -31534 -38261 
Bishop_91922   Queen_52238  -73488 -1587 
Queen_91923   King_81767  -171425 86267 
Rook_91924   Rook_31747  10805 -32540 
King_91925   King_66438  228784 204580 
Queen_91926   King_18503  -23713 41475 
King_91927   Rook_34367  183303 139535 
Bishop_91928   Queen_79557  34643 110096 
Knight_91929   Rook_70148  -38815 -180504 
Rook_91930   Knight_62899  -256332 -28370 
King_91931   King_10494  -23558 -78256 
Knight_91932   Knight_89280  -137533 203005 
Queen_91933   Knight_36152  -29429 -217557 
King_91934   Queen_42509  -67202 73483 
Rook_91935   King_36851  177235 -5962 
Knight_91936   Knight_65174  -159096 -61465 
Bishop_91937   Queen_38608  122310 -206498 
Knight_91938   Queen_77290  174415 -62646 
Knight_91939   Bishop_23229  -75905 -63230 
Knight_91940   Queen_44565  -197706 -36545 
Bishop_91941   Rook_8265  59335 124520 
King_91942   Queen_16796  -135054 -18788 
King_91943   King_45490  6186 39261 
Rook_91944   Knight_31110  11125 112522 
King_91945   Rook_48871  -33334 244881 
King_91946   King_37015  41909 107808 
Knight_91947   Bishop_37077  -4045 -13635 
Knight_91948   Queen_79741  38865 -113521 
King_91949   Queen_73406  -255224 -80009 
Knight_91950   King_83627  -56283 26547 
Knight_91951   Knight_50408  -31982 -130795 
King_91952   Knight_75941  -105127 153233 
Queen_91953   Rook_76269  115697 2109 
Knight_91954   Bishop_7507  47338 -56671 
Knight_91955   Queen_34356  180719 67595 
Rook_91956   Bishop_58681  127008 -77711 
Bishop_91957   King_59873  18783 -185060 
Rook_91958   Rook_8970  -10023 -63878 
Rook_91959   Rook_18270  5778 -6139 
Bishop_91960   Knight_55451  152564 47495 
Bishop_91961   King_75266  80012 -79871 
Queen_91962   King_31328  214950 -46265 
King_91963   Bishop_5717  -150708 -171727 
Bishop_91964   Knight_15208  -183658 -3483 
Bishop_91965   King_14695  -285853 116635 
Bishop_91966   Rook_6804  88873 -50633 
Bishop_91967   Bishop_20867  275108 83996 
Queen_91968   Rook_2422  -45497 57855 
Bishop_91969   Rook_39153  -158375 15166 
Bishop_91970   King_83044  214450 4627 
King_91971   Queen_29366  18955 198938 
Rook_91972   Bishop_38287  -15226 132959 
Bishop_91973   Bishop_13888  -99425 87927 
King_91974   King_48186  127145 1371 
Knight_91975   Bishop_5471  -1834 -39077 
King_91976   Knight_15268  -193596 -172705 
King_91977   King_43952  11046 89567 
King_91978   Queen_79651  -88929 -173073 
Knight_91979   Rook_71551  -44258 66995 
Rook_91980   King_56764  -5945 118976 
Knight_91981   Knight_42893  -206579 51498 
King_91982   Bishop_77336  -65676 116273 
Knight_91983   Queen_51579  -107828 -168315 
Knight_91984   Rook_91083  -67093 -66857 
Queen_91985   Bishop_51524  91587 3228 
Queen_91986   Queen_58125  -113017 36265 
Rook_91987   Queen_73265  1466 -87991 
Rook_91988   Queen_53131  1070 -140486 
Knight_91989   Bishop_61352  -48018 47546 
King_91990   Rook_61988  -97241 128548 
Knight_91991   Rook_38466  112417 124239 
Queen_91992   Queen_82909  246920 218192 
Queen_91993   Rook_31970  -100354 8831 
Queen_91994   Rook_91080  95270 41878 
Queen_91995   Knight_18843  -217089 179283 
Queen_91996   Rook_8951  20231 -221200 
Rook_91997   King_61869  -13294 10934 
Bishop_91998   Bishop_49467  -110264 58955 
Knight_91999   Queen_49678  -123805 -40252 
Knight_92000   King_85023  9812 149863 
Bishop_92001   Rook_63940  -146817 -4425 
Queen_92002   King_80535  -138147 -143892 
Queen_92003   Bishop_58363  176990 165318 
Knight_92004   Bishop_23932  128362 -35832 
Rook_92005   Rook_44129  23994 138982 
Knight_92006   Rook_12372  -27583 -158848 
Knight_92007   Queen_77584  -225637 -158222 
Queen_92008   Bishop_54489  28534 -107621 
Rook_92009   Bishop_57588  110833 -207140 
Queen_92010   Knight_23078  -140908 182435 
Knight_92011   Knight_773  62649 67246 
Queen_92012   King_15092  36023 129383 
Queen_92013   Knight_45849  -122357 -97829 
Queen_92014   King_52646  -46135 117871 
Rook_92015   Rook_61182  204573 13667 
Queen_92016   Bishop_90540  218570 138672 
Rook_92017   Rook_76790  100142 -79191 
Knight_92018   Queen_59031  128215 251180 
Knight_92019   Rook_6829  179962 -112318 
Rook_92020   King_30895  29219 36196 
King_92021   Queen_75115  44987 100871 
Knight_92022   Queen_77439  41207 149526 
Queen_92023   Rook_61846  -634 -146017 
Rook_92024   Queen_14789  -146169 -43973 
Rook_92025   Knight_33089  -55158 -107310 
Rook_92026   Queen_63244  107599 42102 
King_92027   Rook_69775  63986 20233 
Bishop_92028   Rook_34658  -67927 50598 
Knight_92029   Rook_70765  -46745 75977 
Bishop_92030   King_642  19163 34135 
Knight_92031   Bishop_16464  -37877 30931 
Bishop_92032   Knight_10196  -22601 -9488 
King_92033   Bishop_50191  32193 -209092 
Knight_92034   King_79910  270241 148203 
Knight_92035   Queen_61284  50103 -50186 
Rook_92036   Bishop_43968  -227717 240120 
Rook_92037   Rook_66732  -80709 66328 
Rook_92038   Knight_16483  -68266 39663 
Knight_92039   Bishop_41217  -151489 -37941 
Queen_92040   Rook_81185  104680 -167648 
Knight_92041   Knight_73073  79902 165789 
Knight_92042   Queen_87843  63711 30155 
Knight_92043   Queen_90510  -51485 203161 
Bishop_92044   Knight_4712  26797 -124184 
Knight_92045   Bishop_49838  -135026 6535 
King_92046   King_15541  29305 -2491 
Bishop_92047   Bishop_27398  20811 39042 
Bishop_92048   Queen_27117  -240462 -104180 
Rook_92049   Bishop_55248  11294 -77325 
Rook_92050   Rook_8859  -27604 -8857 
Knight_92051   Bishop_49850  -90359 -123508 
Queen_92052   Knight_60673  -31829 95833 
Bishop_92053   Knight_36058  -48868 -218919 
Bishop_92054   Bishop_59111  -54560 228158 
Rook_92055   Knight_57202  -78534 -23879 
King_92056   King_61091  -39152 -182762 
Queen_92057   Bishop_73061  93938 54273 
King_92058   Bishop_27524  -20202 6375 
King_92059   Queen_58278  52089 -117557 
Knight_92060   King_58256  -113538 87458 
Bishop_92061   Knight_6408  -352 -113961 
Knight_92062   King_82961  64027 -182432 
Rook_92063   Queen_3724  -219828 196947 
King_92064   Rook_6542  113323 -21626 
Queen_92065   King_54689  -48457 -17835 
Rook_92066   Queen_79481  85521 248660 
Knight_92067   Knight_51868  -15997 -7906 
Rook_92068   Rook_22624  122060 235265 
Bishop_92069   Rook_76784  117183 -122821 
Queen_92070   Rook_15131  91077 -87119 
Bishop_92071   Rook_50721  -30668 46216 
Rook_92072   Queen_30183  183809 123093 
Bishop_92073   King_17484  100121 -52508 
Knight_92074   Queen_65774  24041 4177 
Bishop_92075   King_78707  -6207 28379 
Knight_92076   King_5846  -181978 -24562 
Bishop_92077   King_54784  -47568 135904 
Bishop_92078   Bishop_13906  224606 -35895 
King_92079   Bishop_5510  -44416 113405 
Bishop_92080   King_19204  -41861 141686 
King_92081   Knight_33914  -67710 160850 
Knight_92082   Queen_34675  191803 84562 
Knight_92083   Rook_15164  190105 233811 
Knight_92084   Rook_9553  26764 -178023 
Knight_92085   Knight_23813  25850 -196453 
Knight_92086   Rook_77498  100767 5805 
Rook_92087   Queen_47443  93382 62634 
Knight_92088   Rook_23527  79752 127153 
Bishop_92089   King_5847  69832 -58261 
Queen_92090   Bishop_8124  91563 -80357 
Queen_92091   Rook_43648  -230258 141923 
Bishop_92092   Queen_15237  -55213 -211036 
King_92093   Rook_68394  132266 -145516 
Queen_92094   King_56275  31235 132126 
Queen_92095   King_9773  -122681 161773 
Queen_92096   Queen_23619  -68167 108890 
Queen_92097   Knight_41903  172070 73953 
King_92098   Bishop_2978  57603 177081 
Bishop_92099   King_25988  135293 -47836 
Rook_92100   Bishop_86279  18752 -198650 
Queen_92101   King_65894  -25430 148214 
King_92102   Bishop_27150  148667 117559 
Knight_92103   Bishop_53535  -96767 67467 
Queen_92104   Rook_57763  -230521 157671 
Rook_92105   Queen_6859  -28524 -184716 
King_92106   Bishop_83924  -268654 68045 
Queen_92107   King_66597  -10548 76099 
Queen_92108   Rook_9494  -11675 -105002 
Knight_92109   Rook_72060  198360 -8101 
Bishop_92110   Knight_47626  -143116 -62857 
Bishop_92111   Knight_21251  -83497 53721 
Queen_92112   Rook_87342  -21217 41415 
Queen_92113   Queen_73688  12164 242929 
King_92114   Queen_87901  -21610 -87968 
Knight_92115   Knight_81073  -185903 -61577 
Bishop_92116   King_40863  17299 -155829 
Queen_92117   Knight_61551  -140595 -195424 
Knight_92118   King_21433  -6505 -106801 
King_92119   King_7805  -142810 18344 
Knight_92120   Queen_68036  -117032 -40801 
Bishop_92121   King_261  -41603 12568 
Rook_92122   Bishop_71061  -56843 -99400 
Queen_92123   Knight_47429  112863 136289 
Bishop_92124   Bishop_44772  -17023 34145 
Queen_92125   Knight_27691  -47749 -196856 
Rook_92126   Rook_63722  95418 -124255 
Knight_92127   King_41617  -50990 113998 
Queen_92128   King_65381  225342 -223585 
Queen_92129   Knight_54318  -99028 15575 
Queen_92130   Bishop_35834  31422 104076 
Knight_92131   Bishop_56058  -55596 -113757 
Queen_92132   Queen_60717  41447 50051 
King_92133   Bishop_22521  -66249 -199250 
Queen_92134   King_90522  -250000 -7090 
Knight_92135   Knight_58582  -18113 190733 
Knight_92136   Bishop_19502  -46179 22466 
Queen_92137   Knight_36970  -5249 207133 
Bishop_92138   Bishop_25528  -28221 170587 
Queen_92139   Knight_14071  -14464 -33077 
King_92140   Rook_49698  52787 -29768 
King_92141   Rook_19437  17059 -2373 
Rook_92142   King_75867  -27645 2909 
Rook_92143   Queen_64158  -71296 -160751 
Bishop_92144   King_82823  -72293 -37771 
Knight_92145   Knight_10201  158578 40794 
Queen_92146   Knight_1473  -253081 132635 
King_92147   Queen_53491  -279010 -84828 
Bishop_92148   King_69811  -266456 -100139 
Bishop_92149   King_80343  87997 111398 
Knight_92150   King_43119  -141958 -53607 
Queen_92151   Knight_46024  -24968 -223635 
Rook_92152   Bishop_19416  -86020 84209 
King_92153   Bishop_77011  12809 190913 
Rook_92154   Rook_49656  169182 -40479 
Knight_92155   Queen_63492  -55444 176765 
King_92156   Rook_63855  -100305 -54903 
King_92157   Queen_26363  -227717 -50178 
King_92158   Bishop_62689  -25027 -192120 
King_92159   Knight_65421  -156584 -174221 
King_92160   Knight_68444  -88349 111565 
Knight_92161   Rook_83243  -169745 161478 
Rook_92162   King_56737  208324 6279 
Queen_92163   Knight_24291  -223301 -35263 
Queen_92164   Rook_77621  145809 -11538 
Rook_92165   King_52895  -94110 -24362 
Rook_92166   Queen_65945  220007 -77955 
Knight_92167   Bishop_6458  -155724 -60713 
King_92168   Bishop_62730  90151 -9940 
Knight_92169   Rook_34361  219601 -158731 
Knight_92170   Knight_67617  170080 197984 
Rook_92171   Bishop_21794  -117647 -152399 
Bishop_92172   King_57997  257414 2214 
Queen_92173   Bishop_42548  -70893 -140010 
Queen_92174   Queen_67127  -22341 105475 
King_92175   Queen_54208  7964 -130854 
Rook_92176   King_33583  -101371 -161838 
King_92177   King_6007  129026 51439 
